,nsites,bandgap,Unit Cell Mass,energy,total_magnetization,energysStab,transition,FirstIonizationEnergy wmean,ICSDVolum wmean,IsMetalloid wmean,Electronegativity wmean,GSenergy_p wstd,Polarizability wstd,BoilingT wstd,HeatCapacityMolar wmean,MiracleRadius wstd,AtomicVolum wmean,BCCefflatcn wmean,BCCefflatcn wstd,BCCmagmom wstd,HeatFusion wstd,GSefflatcn wmean,GSefflatcn wstd,MeltingT wmean,MeltingT wstd,GSestBCClatcn wmean,GSestBCClatcn wstd,CovalentRadius wstd,GSestFCClatcn wmean,GSestFCClatcn wstd,IsM wstd,SpaceGroupNumber wmean,SpaceGroupNumber wstd,Row wstd,Crystal System,ShannonForce,stdbv,vz,strainlatticemean,strainlatticestd,initialAnisotropy,li-ion fittability,oxidation flexibility,volume flexibility of cell,deltaShannon,detLatticeVec,initialAnisotropy Std,deltashannonmin
"mp-300780494, Mn3Cr3(CoO8)2, Li4Mn3Cr3(CoO8)2, mp-780886, mp-778285",24.0,0.0,694.659225,-163.23857148,16.999997699999998,0.08531029505208387,3.0,2.8776292708333333,3.8815625,0.0,0.7128124999999998,0.9817539703283508,0.3803593695441194,113.98885506864744,6.965395833333332,12.484226158548145,3099.6881594897404,1.279060261010431,1.1496980674974429,0.062135527485103564,0.8824786241804481,1.3394763412240402,1.2557849331441882,161.5604166666666,85.06392926283117,0.6697381706875001,0.6278924667074706,12.831997360115066,0.843817219125,0.7910949357923039,0.051031036307982884,19.979166666666664,8.423908806684302,0.3908679799852858,1.0,-1.3215204192487804,0.5670567784081825,8.118560535524544,254.7802930232084,1.4242651363180163,-0.2209243268835329,6.461864331955379,5.416666666666668,0.005195544235277912,0.008815761951382992,262.5003906821046,0.1562325557809918,0.005195544235277912
"mp-300780518, Li(NiO2)2, Li5(NiO2)4, mp-771429, mp-780518",28.0,0.3373999999999997,753.3016,-133.09974094,3.9999994,0.0566432025000001,1.0,3.5782628095238085,5.370952380952381,0.0,0.8838095238095237,1.001572695312815,1.2322057890530964,369.9065418524189,9.262476190476187,6.8729975438737965,3543.438823472423,1.7605555276615603,0.7796731182912734,0.0086963628499482,2.2271171486140537,1.8307887490400359,0.872749502130197,196.61380952380955,210.52641684817056,0.9153943745714284,0.4363747512111809,8.670328896564603,1.1533246414761904,0.5497977345754832,0.11664236870396084,34.61904761904762,23.48377159539478,0.40406101782088427,6.0,0.0,0.6840070665786582,8.703000470862698,257.4397689169686,1.4391320585254432,-0.264485932482375,6.265777749626317,3.7142857142857135,0.005141871779360101,0.0062521785950457685,265.24045135492173,0.18702316525232798,0.005141871779360101
"mp-300780526, LiMnCSO7, Li2MnCSO7, mp-780035, mp-780526",22.0,1.2825,435.90109,-148.67775965,8.0,0.040666755568181216,1.0,2.3594981636363634,3.3960000000000004,0.0,0.5770909090909091,1.0237398437499434,0.7468859968103599,122.21503442648851,5.237145454545455,12.292657218339867,2367.5477920632957,1.0404665904273185,1.0386951734537448,0.02976628727272728,4.1127565975966025,1.103732390059269,1.1258633850861397,119.41181818181818,120.60242559681255,0.5518661950909092,0.5629316926591209,12.877682662024315,0.6953078358909092,0.7092494891596239,0.04453617714151233,14.436363636363636,6.170417294379437,0.4146092454905956,1.0,-2.6423736786215217,0.5526823049552954,4.870314026241637,300.5221186780553,1.679969715265969,0.2770204134373502,5.654708674372393,4.909090909090909,0.004404741616031365,0.011406973949534356,309.62823939611906,0.09833300320425588,0.00036234600908435386
"mp-300780542, LiMn3CrO8, Li2Mn3CrO8, mp-780544, mp-780542",13.0,0.7275,351.746435,-91.57579839,12.000001300000001,0.05175241897435967,2.0,2.757782480769231,4.021538461538461,0.0,0.669423076923077,1.0957019288464669,0.6867257671122997,184.90468050533784,6.965269230769231,12.459342161630836,2861.689470016649,1.3032103405854405,1.0409001125082318,0.08179672225955757,1.1623853732377916,1.359704264240143,1.1338149386344778,146.71326923076924,129.66687301393344,0.6798521321923078,0.5669074694391872,13.386715131496384,0.8565600121346154,0.7142586540026892,0.0838249796834745,23.17307692307693,16.084684821245848,0.4402124285484461,2.0,-1.0325471621681677,0.4820906728004826,5.7873441791818845,151.0514129918595,0.8444030688679866,0.0015160323300655125,6.490047829287393,5.384615384615384,0.00876338894460051,0.016539167504194194,155.62842185692585,0.03655748021279155,0.00876338894460051
"mp-300780576, Sn(SO4)2, Li2Sn(SO4)2, mp-759223, mp-780576",88.0,2.3798,2486.6816,-530.3167181,4.7e-06,0.0,0.0,4.151767878787879,6.58939393939394,0.0,1.0496969696969698,1.3793330898402525,0.04676683464564594,81.44483259190153,9.315575757575758,14.33195585667518,4509.662945720201,1.7923463649753213,1.264707214096178,0.0,0.2046980082067728,1.9723975735318169,1.3351786137373942,52.12727272727273,13.302130652260455,0.9861987869090908,0.6675893070057638,15.376690407794303,1.2425326109090908,0.8411098205007128,0.04285495643554834,11.424242424242426,1.9074066644674208,0.4515049825985254,3.0,-2.0317117990566214,0.5254366611917366,12.714275756,1177.0691968915428,6.580016846176405,-0.21590830537583253,10.150029155555558,5.090909090909091,0.0011245917284853702,0.004058276283739388,1212.735570626553,0.16296363634623054,0.0011245917284853702
"mp-300780632, Li4Fe2Co3Ni3O16, Li10Fe2Co3Ni3O16, mp-775701, mp-780632",28.0,0.0,748.3241849999997,-153.31135798,14.999994000000001,0.039784845589285744,3.0,2.1558779,3.241285714285714,0.0,0.5285,0.8806511078986697,1.1376092173626984,106.50669976052001,5.516628571428571,9.788633558305037,2126.076407581881,1.0577483964836127,0.8855680096343935,0.08058396295963892,0.6913448001200712,1.099212210899489,0.9684098898685224,120.01114285714287,63.343903454210384,0.5496061054714285,0.4842049450508899,10.036911469009514,0.6924603014428571,0.610060002655014,0.04844521416518049,20.16428571428571,8.54411123140926,0.32071349029490925,2.0,-1.0785763698767,0.5259565188501979,8.762676465272861,269.44365075433075,1.5062357979809935,-0.2572645578191471,6.3277095818296445,4.035714285714286,0.0049127982009346755,0.007858831465360495,277.6080628158379,0.18843134704464584,0.0049127982009346755
"mp-300780724, SbP2O7, LiSbP2O7, mp-561057, mp-780724",80.0,2.0547,2365.626592,-549.06742061,0.0,0.0003666229999987891,0.0,4.163604,6.323666666666668,0.03333333333333333,1.017,1.248220006134299,0.06763555935222898,50.60796138509786,9.284133333333333,12.814314912107733,4341.06666108343,1.8008157133078904,1.1648702375848436,0.0,1.4510908540359102,1.9679346512951188,1.239705406792991,64.06599999999999,21.240582352343047,0.9839673257333336,0.6198527035562067,13.80249574855536,1.2397211460666668,0.7809654689466095,0.047140452079103175,8.466666666666667,6.6137903067924855,0.402768199119819,3.0,0.0,1.012028711968107,15.116494034,1100.677024318461,6.1529716191206445,-0.3362885456646857,9.071017111111107,5.2,0.0012026436942288276,0.0011210969527591325,1134.0286388323348,0.2369304843770473,0.0006106503502050231
"mp-300780748, VCoO4, LiVCoO4, mp-771556, mp-780748",24.0,0.2600999999999998,695.48918,-160.47369466,0.0,0.14130064760416605,2.0,3.838855555555557,5.246666666666666,0.0,0.9594444444444444,0.8747958943250778,0.6258922717229132,244.15053239576562,9.289555555555557,9.95762627274464,4132.979412492316,1.7229620075356624,1.0895199692248752,0.1323104582100451,1.4571839915347633,1.802581931412057,1.2062076338713068,231.67777777777766,140.84748865964346,0.9012909657777778,0.6031038171030435,9.95266575122241,1.1355554598333333,0.7598631943305255,0.07856742013183861,26.16666666666667,13.064654040011359,0.31426968052735443,1.0,-1.846179230605961,0.5819462556768366,4.4538740419869365,268.81657855202155,1.5027303578030768,0.05968355696961456,5.140585237020908,4.666666666666667,0.004924258354188449,0.007443139627341663,276.96198969872614,0.4188844961343405,0.004924258354188449
"mp-300780754, LiV2P4(HO8)2, LiVP2HO8, mp-850750, mp-780110",50.0,1.0907999999999998,981.4506560000001,-346.56444865,2.0000001,0.051175236500000665,1.0,2.44733236,3.7372,0.0,0.57952,1.065152245033958,0.34562063806096616,100.6368740367943,5.581248,14.130672453920939,2678.9867910978674,1.0252062132126976,1.0847297273213354,0.0,1.1736878494727632,1.1233117766771092,1.1630561701865627,55.94968000000001,61.62032574709096,0.5616558883839999,0.5815280852100675,14.177209880650002,0.707642076568,0.7326794755856537,0.032,10.2,6.313211544055848,0.4428272800991375,2.0,-1.4977329445709453,0.4936309504938698,6.927054320083398,550.597812994815,3.0779353452978317,0.13731174411964267,8.193894222325179,4.48,0.0024041546323606863,0.002382519965354885,567.2814773263708,0.09651476942894001,0.00010207602064477848
"mp-300780754, LiVP2HO8, Li2VP2HO8, mp-780110, mp-780754",52.0,1.3988999999999998,995.332656,-359.33639578,4.0000001,0.03164297086538603,1.0,2.3946789538461544,3.7598461538461536,0.0,0.5647692307692307,1.0121187718277531,0.6139225963147901,95.40782633174864,5.5578153846153855,13.055149293551686,2576.114561117795,1.0351318540255448,1.0122571276485042,0.0,1.1122585370562181,1.1295470289352143,1.0853877562892171,57.287692307692296,57.49446362026738,0.5647735145076923,0.5426938782596111,13.015730128165336,0.7115700393538462,0.6837514407912874,0.03768445758127967,11.569230769230769,6.763039126372999,0.41395766298688347,1.0,-1.4884780431573423,0.4918825184085172,7.265059471687058,559.9175617318086,3.1300343245706395,0.1350318315161574,8.611184532946986,4.307692307692308,0.0023641378180475586,0.0024767288187935005,576.8836237698441,0.0781146039414138,0.00010037697969750204
"mp-300780764, CuP4O11, LiCuP4O11, mp-505436, mp-780764",64.0,0.5740000000000001,1453.737792,-439.19077335,4.0000003,0.0,1.0,4.155660208333333,5.806874999999999,0.0,1.0104166666666667,1.2554227605059456,0.21816756588813915,56.469170316027814,9.226958333333334,14.749411476017912,4263.309484595456,1.7467942933243508,1.24054893471382,0.0,1.9697289893959185,1.9162568618353333,1.3369969769499528,67.28687500000001,21.060359949391106,0.958128431,0.6684984886106387,15.15624642038904,1.2071661787083334,0.8422553175379859,0.02946278254943948,7.604166666666668,5.5556684016316975,0.4602233757161359,2.0,-1.814839068732292,0.4887997414571607,9.95404860647357,833.2873025745907,4.658217633360481,-0.08361952486320641,10.434436885655792,4.9375,0.0015885544860569333,0.0014577061345271314,858.5367411299042,0.05530000601909482,0.0008065991264789808
"mp-300780771, V4OF11, LiV4OF11, mp-779347, mp-780771",32.0,1.5215999999999998,857.4956704,-199.36812203,13.9999995,0.0012079440625001323,1.0,4.838616875,5.281250000000001,0.0,1.1195833333333332,0.7923530619598991,1.366053940072463,419.16346729271066,9.860041666666666,14.93876389353104,4651.359812499749,1.7711124415234965,1.3303409410632658,0.0,2.490110530825724,1.8353542814919976,1.3970274842006836,195.31875,248.16621524821824,0.9176771407916666,0.6985137421504168,16.312140800642936,1.1562007466875002,0.8800721673260794,0.11785113019775792,22.77083333333333,24.691024713220976,0.5237418787490222,2.0,-0.17070019650507673,0.3699869649571437,16.031813744650332,434.05580700067117,2.426445726205075,-0.4667302945515238,5.828446538180888,1.75,0.01568436433189055,0.012573102906487256,447.20813200859845,0.3202431568918865,0.003049659194346639
"mp-300780775, Sr3Cu3(PO4)4, Sr3Li3Cu3(PO4)4, mp-561012, mp-780775",52.0,0.5370999999999997,1666.766896,-350.68651789,6.000001999999999,0.013757373461539936,1.0,2.885569711538462,5.359519230769231,0.0,0.695673076923077,1.0825601358356465,1.0252890608428549,122.82676721636244,6.913788461538463,9.93117960779921,2863.3602920117523,1.4224558337863995,0.9315573131158854,0.0,1.00286790586419,1.5205276689744769,1.008476435178196,90.08951923076923,50.69053037284577,0.760263834548077,0.5042382177135487,10.14511479924899,0.9578724086057692,0.6353003445747131,0.0576923076923077,14.903846153846152,11.337235738979032,0.31991932230027165,1.0,-1.1980841513731215,0.4557608065195755,13.965231437565356,712.4605239600241,3.982775407149288,-0.4465256950316035,5.574960622222222,4.038461538461538,0.0018579587754863746,0.0027251411535478684,734.0487902965373,0.16292604169008873,0.0009433909497565422
"mp-300780834, LiFeF4, Li2FeF4, mp-776264, mp-780834",12.0,3.2364,277.5592256,-61.71995133,9.9999995,0.0039182035185190145,1.0,4.6102954999999985,5.505,0.0,1.0405555555555557,0.4568384901432872,1.552315333642533,190.38078072414714,9.732000000000001,11.035576587441364,4135.541982909101,1.8048800429819067,1.142805436819848,0.16582933096424285,0.9368330549460272,1.8603614592250195,1.2199386967490475,137.705,117.19655764600799,0.9301807296111112,0.6099693484652225,7.704415921493207,1.1719542815000001,0.7685132218103692,0.07856742013183861,28.777777777777768,13.277894002280725,0.41573970964154905,1.0,-0.5077318148033373,0.4063850709515508,5.163264057527608,164.04078090488815,0.9170158429637006,-0.022412706456324427,5.777953288888887,1.3333333333333333,0.04150120098073997,0.03565494409546952,169.0113806070872,0.13777639692337906,0.019876800860282484
"mp-300780874, KMn2O4, KLi2Mn2O4, mp-763541, mp-780874",14.0,0.3195999999999999,425.94397999999995,-93.65756877,13.999998399999999,0.0007285121428584063,1.0,3.508614442857142,8.07,0.0,0.8419047619047618,1.1756496682675948,2.3530247085212608,270.32759298366983,9.512,2.073480100674024,3546.14580664628,1.9574525058782168,0.5945691785480874,0.11025113304486432,1.6327611450901507,2.029280856564688,0.691767497600096,171.13,186.00307174334299,1.0146404283809525,0.3458837489174656,4.651579109143129,1.2783668337142855,0.43578621601949263,0.11664236870396084,33.85714285714286,22.52647724058843,0.2693740118805895,1.0,-0.7819843330834355,0.4810306733932305,11.711800334000001,198.45657937470853,1.1094060051598231,-0.5064117863830041,3.38962823175753,5.428571428571429,0.0066700851483477855,0.01768396090326754,204.4700121863417,0.2510814147643399,0.0066700851483477855
"mp-300780911, LiMn(PO3)4, Li2Mn(PO3)4, mp-32007, mp-780911",72.0,1.3282,1511.0675720000006,-513.94367461,16.0000026,0.0,1.0,3.0304041527777774,4.4181944444444445,0.0,0.7301388888888888,1.179799769674867,0.3362251192662697,27.87430492406941,6.930722222222222,14.27020984039439,3100.735822884512,1.3202684751580618,1.1971536041555044,0.01969180350693053,1.651214777990905,1.4384582030271449,1.2994298448183892,54.15958333333333,24.13625882416341,0.7192291015694445,0.6497149225336375,15.045218622375073,0.9061718847638888,0.8185895072524491,0.027777777777777776,8.305555555555555,4.8851785162675965,0.480322679605294,3.0,-1.9598965489321547,0.5042814293003137,8.71618241,1002.9452705733363,5.606634506784742,0.1783093396968131,9.312944144444444,5.0,0.005154961615051471,0.0014958129229046845,1033.3355152169797,0.183046460383144,0.0006701550224953612
"mp-300780911, Mn(PO3)4, LiMn(PO3)4, mp-540485, mp-32007",68.0,1.0449000000000002,1483.3035719999998,-484.37525626,11.489541699999998,0.0259101042279406,1.0,4.172497647058823,5.813333333333333,0.0,1.0115686274509803,1.1970326780123477,0.1389743724629148,33.201258991428574,9.297098039215683,15.317628987068042,4377.086964502058,1.7380973694048405,1.2959455033474292,0.022698762685707363,1.857282578788216,1.9047421360983388,1.3933157667819642,67.56470588235294,21.285707363086235,0.9523710681372548,0.6966578835327703,15.715976781041567,1.1999123560392158,0.8777339319476926,0.0277296776935901,7.235294117647058,5.094493487924052,0.4834834512132532,3.0,-2.1760331606189167,0.5120221888497236,8.40286667,962.9450088442887,5.383026245924888,0.19488146615452587,9.318175611111107,5.294117647058823,0.0006979929322956554,0.0014504112712643439,992.1232055572792,0.17382922560604613,0.0006979929322956554
"mp-300780918, Li3Mn2(SiO4)2, Li2MnSiO4, mp-774171, mp-780918",30.0,0.0,629.73058,-209.03830868,18.0000012,0.0868120592499988,1.0,2.604849283333333,4.470166666666667,0.03333333333333333,0.6226666666666667,0.8210741001255262,1.7829670778882416,138.7767016549328,6.703733333333332,8.239471396205516,2481.111127841987,1.3627921935999001,0.7499062080141637,0.04726032841663326,2.612511860685464,1.4364411819542575,0.8152974853211539,136.85783333333336,80.28398356026908,0.7182205910333334,0.4076487427557549,7.772601452109412,0.9049012410833334,0.5136052319132499,0.08660254037844388,27.85,14.047409804737036,0.2748737083745107,1.0,-1.4164960618064506,0.4869028267040202,6.3105720726012935,361.5426501191623,2.021084856079664,0.2463534972460973,5.660252477777778,4.533333333333333,0.0036613170873280266,0.0058032542858499426,372.4977539604232,0.2871505998246154,0.0010510159686540046
"mp-300780926, LiVPO5, Li2VPO5, mp-32430, mp-780926",32.0,2.47,675.413048,-228.27682016,4.0000001,0.03161393562499981,1.0,2.83483903125,4.415625,0.0,0.6875,1.042789141944352,1.0512716792317236,162.26650592562999,6.8895,10.560095880246543,2907.018403455141,1.3410456397730113,0.9922752568484852,0.0,1.1338311368431369,1.4307428684719896,1.0739542096143129,100.8746875,99.6497586486313,0.7153714342812499,0.5369771049470046,11.050487828598335,0.9013115285625001,0.6765487577237332,0.0625,16.25,12.637679276671017,0.3890593624371479,3.0,-1.8142574830319589,0.4762186018000687,8.490768473,369.3001244371257,2.064450455851361,-0.2009050912026644,7.0733386,4.25,0.007519864365340068,0.004511382518810155,380.4902875076948,0.14202324915410086,0.0018200069967133805
"mp-300781073, Li4CoO4, Li5CoO4, mp-763311, mp-781073",72.0,0.9804,1205.55836,-368.2864305,40.00000120000001,0.07402175575925883,1.0,3.1081513333333333,6.188148148148147,0.0,0.7244444444444444,0.6155644366223765,4.8220003772148425,276.9024438352259,8.954148148148148,22.660916724095827,2757.998546628157,1.8797134313477049,0.9380067887181358,0.08820697214003008,0.7181717376218537,1.9343900184068648,0.9613765262753772,140.81333333333333,82.37539662256127,0.967195009185185,0.4806882631232218,17.744722355330442,1.2185893515185184,0.605629261247232,0.18885257457751053,42.888888888888886,42.164092538420384,0.2095131203515697,1.0,-0.4283882081366087,0.44061625630481055,14.680859363115113,774.0376282667813,4.327001884868061,-0.2826241084748596,5.842761177777778,2.4444444444444446,0.0017101523677126851,0.0031968547566875232,797.4917424408926,0.387996509823405,0.0017101523677126851
"mp-300781078, LiVP2HO8, Li3V2P4(HO8)2, mp-780630, mp-781078",52.0,1.4215,995.332656,-359.25535012,3.9999998999999997,0.03320154125000041,1.0,2.3946789538461544,3.7598461538461536,0.0,0.5647692307692307,1.0121187718277531,0.6139225963147901,95.40782633174864,5.5578153846153855,13.055149293551686,2576.114561117795,1.0351318540255448,1.0122571276485042,0.0,1.1122585370562181,1.1295470289352143,1.0853877562892171,57.287692307692296,57.49446362026738,0.5647735145076923,0.5426938782596111,13.015730128165336,0.7115700393538462,0.6837514407912874,0.03768445758127967,11.569230769230769,6.763039126372999,0.41395766298688347,2.0,-1.5083022688539411,0.4918825184085172,7.004519591791699,561.1004709306517,3.1366469880202077,0.15625788469476642,8.289530360236666,4.307692307692308,0.0023591537545559296,0.0024715073915187536,578.1023763003217,0.07583944787481657,0.000100165365452304
"mp-300781083, Mn7V(PO4)12, Li8Mn7V(PO4)12, mp-773374, mp-781083",68.0,0.0,1575.164159,-481.61334601,18.003255300000006,0.05822648215073745,2.0,3.0819522426470582,4.266323529411763,0.0,0.7495588235294117,1.2094215501775325,0.2792491043561949,74.72493000572072,7.0042720588235285,15.840022224281885,3282.585909127836,1.2965892195081925,1.2943776059700294,0.036487753556959504,1.2412567029363195,1.4064566197465678,1.39571186664864,70.78676470588236,50.174797680028895,0.7032283099448531,0.6978559334585868,16.237347016947965,0.8860121505588237,0.8792433802746493,0.042874646285627205,8.63235294117647,8.428273341704772,0.4980498300551794,2.0,0.0,0.926986384164505,10.892901064889157,844.1608442699658,4.719002579328143,-0.1868323522530344,9.389362218513977,5.352941176470588,0.0015680924928754634,0.0019262483372756974,869.7397620121906,0.1338528102589245,0.0007962094130816393
"mp-300781111, Mn7Nb(PO4)12, Li8Mn7Nb(PO4)12, mp-776750, mp-781111",68.0,0.0005000000000000004,1617.1290390000001,-487.59366128,18.0015942,0.05468111584559043,2.0,3.081998786764706,4.282022058823529,0.0,0.7494485294117647,1.2051872015322542,0.2618209139091215,71.1929912273102,7.003205882352941,15.80308163508703,3282.601193079156,1.299160114356403,1.291980865467704,0.036487753556959504,1.2182592920164177,1.4090275145947784,1.3932867147630763,72.87132352941177,48.67513808265897,0.7045137573676471,0.6966433575171382,16.191962418147224,0.8876317128272061,0.8777156303195693,0.042874646285627205,8.63235294117647,8.428273341704772,0.4940580102316412,2.0,0.0,0.9296946870171092,10.955383848464631,857.9580444988417,4.796131273355477,-0.18723650117887125,9.439284755233308,5.352941176470588,0.0015428753086083266,0.001887115323642165,883.9550312052013,0.13399981343448913,0.0007834052197217879
"mp-300781126, Li3Mn3(PO4)4, Li6Mn3(PO4)4, mp-585338, mp-781126",78.0,0.6478,1696.5677489999994,-551.35130571,36.0000001,0.004234877788461765,1.0,2.8683920865384622,4.377019230769231,0.0,0.6864423076923076,1.0126987281732784,0.9359548581951708,84.70140703843084,6.9123461538461575,10.096208791059283,2862.3969369108986,1.3318340867479022,0.9761844944425442,0.04089836112977879,1.081239952752854,1.42790163664995,1.0588251586584652,77.53913461538463,56.85644873884946,0.7139508183750001,0.5294125794600073,10.782250886136794,0.8995216646634616,0.6670180528462922,0.0576923076923077,14.78846153846154,11.235394858799404,0.3783137610174232,2.0,-1.3096980591496796,0.4937168373219615,8.339709146984541,957.0701683559332,5.350184889202583,0.2149514443651032,9.06429397181892,4.846153846153847,0.0013830984670152795,0.0019755935397815045,986.0703515272863,0.1956288021702952,0.0007022774636443655
"mp-300781184, Mn7(P2O7)4, Li2Mn7(P2O7)4, mp-779406, mp-781184",86.0,0.0,2160.6792219999998,-649.27642455,66.0000014,0.0,1.0,4.009589612403102,5.607751937984498,0.0,0.9665891472868218,0.8974042591222032,0.4435130927827762,142.1667465192773,9.282294573643412,10.159665198583015,4037.928081918571,1.7400264824091651,1.0279296296563676,0.06281750603719014,1.3573418111367823,1.8830171553718864,1.1050857569205204,113.99844961240309,94.7244594651259,0.941508577775194,0.5525428786027918,10.293972383674404,1.186226475767442,0.6961604036231543,0.07674027082644702,14.503875968992247,15.033360334980351,0.33107219386143605,3.0,-0.9012843990059699,0.5014433469804302,21.848998745,1035.2951314953723,5.787475726995598,-0.4828409820598826,7.339069821734116,5.72093023255814,0.0012785941345702773,0.001766315005222343,1066.6656092748142,0.34142013264931514,0.0006492146924248287
"mp-300781498, Mn(PO3)3, LiMn(PO3)3, mp-771905, mp-781498",78.0,1.3355,1751.1235860000006,-568.21758543,23.9999999,0.009520656346153622,1.0,4.139911282051282,5.779743589743589,0.0,1.002051282051282,1.1180895876106467,0.1159949895764365,47.93744567897682,9.287025641025641,14.051469210806696,4292.990501751799,1.7400544680371282,1.2328458363147474,0.0296829973582327,1.7803180281606488,1.9034693576716204,1.3267558954063086,76.00256410256411,32.273829832306966,0.951734678923077,0.6633779478433155,14.38363267359428,1.199110555871795,0.8358038404337281,0.03626188621469475,8.487179487179487,6.62739914754506,0.4455935178713529,1.0,-1.2882782143568667,0.5135259696631419,8.785816730395412,989.6546809490246,5.532337852132192,0.13210458193626046,10.488662630117792,5.384615384615384,0.0013375597651998875,0.0014845917559140984,1019.6422074364616,0.09341204571294363,0.0006791548843260724
"mp-300781591, CoSiO4, LiCoSiO4, mp-633897, mp-543100",24.0,0.9037,604.0651799999998,-158.90945749,20.0000003,0.1929355186111108,1.0,3.916938333333333,5.587777777777778,0.05555555555555555,0.9744444444444444,1.0099616409028904,0.2923608036419603,222.04698590752648,9.017333333333333,10.929346608281332,4133.3222724642965,1.735940990987083,1.0808820980528098,0.1323104582100451,3.435845628835088,1.8560924148006988,1.1719469673982907,204.12222222222215,118.63133160976558,0.9280462075,0.5859734838505849,11.47703020045788,1.169264952,0.7382803269204617,0.07856742013183861,26.055555555555554,12.963148146825414,0.3600411499115478,3.0,-2.7398716471823734,0.5344514390277127,5.143526255,427.47609227528375,2.38966400270877,0.1622932536702534,5.992007722222222,5.0,0.009200654877143284,0.0037459935952039117,440.42904534731696,0.28681219058173146,0.0008889084219943352
"mp-300781591, LiCoSiO4, Li3Co2(SiO4)2, mp-543100, mp-781591",28.0,1.3978,631.82918,-184.40024169,16.1860565,0.06469060528571458,1.0,2.710593178571428,4.364642857142857,0.03571428571428571,0.6614285714285714,0.9207411307484792,1.1904644667875113,169.3640041991431,6.684714285714287,8.144971529998728,2657.9051772299,1.3451179360536107,0.8396207528854058,0.1041727854370011,2.819472626725988,1.4227430408339905,0.9174264519511496,147.42464285714286,100.14803565872386,0.7113715204642856,0.4587132261031398,8.854478285832865,0.8962719528928571,0.5779424493586041,0.07142857142857142,24.92857142857143,10.620782476266204,0.3253726278265821,3.0,-1.6449100874916385,0.5971605237655995,4.862441360000001,351.4460908603244,1.964643373975636,0.1004852061207792,5.644989333333334,4.285714285714286,0.0010812102012417773,0.005230853929466975,362.09525885948335,0.3580305914406639,0.0010812102012417773
"mp-300781593, Co5Te3O16, Li4Co5Te3O16, mp-771479, mp-781593",24.0,0.2977999999999996,933.456375,-134.73274765,6.999999799999999,0.05248157213541749,1.0,3.9489256944444446,6.0441666666666665,0.04166666666666666,0.9825,1.1435164725072011,0.4528213271490066,265.95835237987416,9.323444444444442,10.44941149621757,4133.7778337974105,1.7901583974051574,1.0444400029220755,0.1653880727625564,1.3321721216601083,1.892007206600387,1.1434967173556951,165.06638888888892,145.39985238723042,0.9460036033750001,0.5717483588405862,11.113680258532224,1.191889853125,0.7203577924454102,0.09820927516479827,22.472222222222232,13.45987406614725,0.2972352022087874,2.0,-1.3349505297700257,0.7012870162373311,8.349227577939786,275.59077342266767,1.5405992583620616,-0.22326532906349,6.617541274272058,4.916666666666667,0.004803216980885576,0.022189987099224817,283.9414494481481,0.15629317111603494,0.004803216980885576
"mp-300781613, Fe3Co5O16, Li4Fe3Co5O16, mp-771657, mp-781613",24.0,0.0,718.191375,-139.48940421,13.0000026,0.10861619565103986,2.0,3.902792361111111,5.120833333333334,0.0,0.9712499999999998,0.9207646869651056,0.4196117326444049,248.00460730985145,9.297194444444443,11.136273591564317,4132.853695307704,1.701778874943999,1.1194810796599957,0.14917092029742152,1.3180623902176152,1.7809195684689787,1.2345963290322726,210.4138888888889,135.92615103044236,0.8904597842916667,0.617298164687969,11.384077574499493,1.1219090262916669,0.7777469516331977,0.0856168611523469,25.680555555555557,13.396825102967727,0.34246744460938755,2.0,-1.267643080654453,0.4870575610372314,7.9882923624418565,243.11667161910427,1.3590635105095348,-0.21957876179265745,6.348642557259389,4.916666666666667,0.005444802587430323,0.009365862114926678,250.48334988583463,0.1571357338052697,0.005444802587430323
"mp-300781697, LiMnNbO4, Li2MnNbO4, mp-769557, mp-781697",14.0,0.5886999999999998,437.56605,-109.14760834,9.9997171,0.08267058892857193,2.0,2.6448853214285712,4.336428571428572,0.0,0.6389285714285714,0.8705981567480876,1.1169202526435391,243.38727768471284,6.903285714285714,7.103732132061403,2657.8766986244073,1.3621873328113536,0.8305534392392585,0.050636066160678485,1.643037994703962,1.4148485470669958,0.921019810859273,176.49607142857144,143.18132971499492,0.7074242735714285,0.4605099055574924,7.673420199039044,0.8912987334999999,0.5802061235971837,0.061858957413174175,25.82142857142857,10.971379743194916,0.3092947870658709,3.0,-0.8010244492457463,0.4787376037209724,5.9814412456850174,176.0384134032695,0.9840846475522992,-0.010299690528285202,6.9179149555555535,4.571428571428571,0.007519508140798556,0.013005997452159374,181.372553367802,0.007283032880060216,0.007519508140798556
"mp-300781753, Li2CuP2O7, Li3CuP2O7, mp-6412, mp-781753",24.0,0.7377,502.742648,-155.82490635,1.9999997,0.0,1.0,2.8085322500000003,4.470208333333333,0.0,0.6733333333333333,1.0115392627654465,1.5282050717490256,98.76231171053922,6.821958333333333,10.028691478840985,2713.681801398974,1.3522273997761247,0.8991647479097007,0.0,1.1417471839003783,1.4488562475934217,0.9746082454524454,68.403125,30.093810262285338,0.7244281238333333,0.487304122847805,10.135882354837744,0.912722242375,0.6139647219886587,0.06909634979907082,16.0625,14.364473803063195,0.34359213546813844,1.0,-1.686499151800481,0.4521643667467671,8.195181357755184,307.6187561511609,1.7196411247698071,-0.28636746289815235,5.567285511111113,3.9166666666666665,0.007104728856615668,0.005232958257827517,316.9399120812973,0.1540157446590543,0.00218494092743946
