,density,volume,formationenergy_pa,total_magnetization,transition,metalloid,rare,other,HHIp wstd,NdValenc wmean,Polarizability wstd,Number wstd,AtomicWeigh wstd,BoilingT wstd,BCCfermi wstd,IsAlkali wmean,IsAlkali wstd,NfValenc wmean,NfValenc wstd,HeatCapacityMass wmean,HeatCapacityMass wstd,IsFBlock wmean,IsFBlock wstd,BCCenergy_p wstd,n_ws^third wmean,AtomicVolum wmean,NsUnfilled wstd,BCCmagmom wmean,HeatFusion wmean,HeatFusion wstd,GSefflatcn wstd,IsNonm wmean,IsNonm wstd,MeltingT wstd,GSestBCClatcn wstd,GSestFCClatcn wstd,NpUnfilled wmean,BCCenergydiff wmean,phi wmean,Crystal System,meanbv,stdbv,meanValenceOcc,vx,strainlatticemean,strainlatticestd,Coordination,numberDensity,maxForce,oxidation flexibility,positiveoxidationpop,avgIonicRadVol,SpaceGroup,deltaShannon,detLatticeVec,angle anisotropy,oxidation flexibility Std,deltaShannonstd,deltashannonmin,deltashannonmax,chargedensityvoldens
"mp-300770943, TiNi5(PO4)6, Li4TiNi5(PO4)6, mp-773434, mp-770943",3.407584415389492,444.01548590130966,-2.1130957087566142,6.3693957,2.0,0.0,0.0,4.0,130.0726144538665,0.2916666666666667,0.1992071998890962,1.743816235079945,3.481720520654953,156.04204548611492,0.7778296494167483,0.0,0.0,0.0,0.0,0.2040972222222222,0.2389365145516924,0.0,0.0,0.5107800099852793,0.14006944444444444,3100.3774962917546,0.0,0.0022419166666666672,1.514375,1.2693386227319134,1.26356720596061,0.2083333333333333,0.27322660517925,83.5197988835914,0.631783603111059,0.7959974604541561,0.4583333333333333,0.4172478527430555,0.4381944444444445,5.0,0.05584164024759102,0.5032934133391038,30392.0,7.944889683390112,444.01548590130966,2.482122023844834,4.2222222222222205,0.08107825322110868,0.15940707725100475,4.833333333333333,0.3333333333333333,0.5127291946943211,146.0,0.002873540545884793,457.46959913960563,0.21465090722897,1.462494064565354,0.0009630485258837516,0.0015137508301052431,0.00754841771054785,0.9705562967136206
"mp-300770950, La4MnO8, LiLa4MnO8, mp-769598, mp-770950",6.6240996426382885,370.2841432131784,-3.3480194259491776,6.0000015,2.0,0.0,1.0,2.0,1278.6416197854144,0.23076923076923075,4.225258922231252,6.765830536851031,16.986792022186304,489.28601934972346,0.7629111500254435,0.0,0.0,0.0,0.0,0.2205897435897436,0.2436638510752909,0.10256410256410256,0.145047544858779,0.3832521079016256,0.1623076923076923,3817.9464774578473,0.0,0.02107162307692308,1.012051282051282,0.7236659721064318,1.2018900285302343,0.20512820512820515,0.290095089717558,141.67634105498053,0.6009450143471071,0.7571432733544771,0.4102564102564103,0.4885436797523076,0.4392307692307693,4.0,-0.1610562592961809,0.4869406218670295,27826.384615384613,5.138601600520509,370.2841432131784,2.0699512880373256,6.307692307692308,0.07021634730124372,0.04892293,3.5384615384615383,0.38461538461538464,0.4769602515996021,141.0,0.009237322532211215,381.5041230366808,9.530091793036153,2.307692307692308,0.007287507403758863,0.0035748824434997744,0.019380873219532226,1.6618431144426773
"mp-300770951, Mn3Ni3(TeO8)2, Li4Mn3Ni3(TeO8)2, mp-771860, mp-770951",5.182810194134009,273.00244721655054,-1.3573721673757455,13.0000008,2.0,1.0,0.0,4.0,75.23112535528244,0.6145833333333333,0.28371723991013004,0.8490062614282914,1.7817021739661718,137.43294343414254,0.5758933734036328,0.0,0.0,0.0,0.0,0.1860520833333333,0.2464909308095415,0.0,0.0,0.5193782904964809,0.105,3100.1305209166394,0.0,0.027598128125000003,1.3484375,0.7457311600755591,1.2215327528554198,0.16666666666666666,0.2886751345948129,78.27933951649624,0.6107663765599322,0.7695174143131029,0.375,0.39728159327458334,0.3015625,1.0,-0.03270340125267416,0.5593125697425833,29908.91666666667,5.58375040704895,273.0024472165506,1.5261300749999973,5.583333333333332,0.08791129986084982,0.17624633343066656,5.208333333333333,0.25,0.3927770028134566,8.0,0.016998154685894124,281.27469436965936,13.57380622899157,2.120911098770736,0.03418395587174646,0.004848756105212296,0.1293317838439065,1.3901001683647252
"mp-300770952, Co3Ni(PO4)4, Li4Co3Ni(PO4)4, mp-775307, mp-770952",3.696466949515477,276.4423037177251,-2.030868365724206,10.0845612,2.0,0.0,0.0,4.0,135.92452843602422,0.3020833333333333,0.2334991486720145,1.513359202697393,3.012662968190955,134.5469667067972,0.726231547164907,0.0,0.0,0.0,0.0,0.20282291666666666,0.2395484256725297,0.0,0.0,0.5035361744475932,0.14166666666666666,3100.332708516542,0.0,0.0532987375,1.4975,1.1435340567245422,1.262259334224987,0.2083333333333333,0.27322660517925,73.47738538621556,0.6311296672525294,0.7951735528993359,0.4583333333333333,0.41698572234375,0.4447916666666667,1.0,0.1055085197879863,0.570581836843448,30380.79166666667,4.595998248993571,276.4423037177251,1.5453594574236886,4.166666666666667,0.08681739255257534,0.285063468531064,4.958333333333333,0.3333333333333333,0.4781865401049698,6.0,0.005580272637046354,284.8187819626761,0.3424393289873245,1.5132516497779065,0.003381763110880609,0.002431352948964716,0.014227417223634424,1.0427683102686691
"mp-300770958, Li3NbFe3O8, Li4NbFe3O8, mp-763729, mp-770958",4.2711013599334215,159.11386879207814,-2.229977842,14.000001000000001,2.0,0.0,0.0,4.0,125.34397117975443,0.3666666666666667,1.710470799630584,1.7403703309608818,3.5966943567516583,204.7041574782713,0.6586689231129547,0.05,0.08660254037844388,0.0,0.0,0.3283666666666667,0.2872344860910681,0.0,0.0,0.5071929585109849,0.16483333333333333,2480.925728900729,0.08164965809277261,0.10553314,1.3698333333333332,1.0602638429497946,0.8648346865696842,0.13333333333333333,0.23094010767585035,125.66387388441791,0.4324173434015096,0.5448117131938162,0.26666666666666666,0.3064896458333333,0.4565,2.0,-0.07335964383498053,0.5327565474824858,24372.33333333333,5.706125386379711,159.11386879207814,0.8894735669551698,6.0,0.09427210911200476,0.0612661454317162,4.133333333333334,0.4666666666666667,0.4576883227384265,2.0,0.015282941661644869,163.935178130347,28.407653599286657,2.578543947441829,0.00827705559052198,0.008319339431114703,0.028916559352605575,1.1711946282044379
"mp-300770967, LiMnP2O7, Li2MnP2O7, mp-540484, mp-770967",2.890909228744828,270.91284518604215,-2.5924322933890718,7.9915288,1.0,0.0,0.0,4.0,81.56526565875619,0.11363636363636365,0.6767647587896917,1.7134615295427968,3.3844179238174683,57.39477017634135,0.8059346214243783,0.022727272727272728,0.039364791081110836,0.0,0.0,0.27329545454545456,0.20614991310586026,0.0,0.0,0.4940878363048376,0.13386363636363638,2959.8992084455585,0.039364791081110836,0.018603929545454548,1.2393181818181815,1.2933282989415236,1.1484829954213132,0.20454545454545453,0.26012552596044536,41.32880621667477,0.5742414978401205,0.7234989507622572,0.4545454545454545,0.40156214478045454,0.41818181818181815,1.0,0.15026900152454625,0.49803871585856,29228.181818181816,4.6245943660561775,270.91284518604215,1.5144488445346642,4.181818181818182,0.08120692832003625,0.02585697796941669,4.909090909090909,0.3636363636363637,0.5132617686547951,4.0,0.006389530213948972,279.12177530802444,8.957939788299162,2.609581835346786,0.004665215287173643,0.0024809780056797397,0.01908416106387464,0.8168477710074428
"mp-300770967, MnP2O7, LiMnP2O7, mp-31982, mp-540484",3.041977534940989,249.88114945012947,-2.3917008967279783,5.9999996,1.0,0.0,0.0,3.0,103.38708279513882,0.16666666666666666,0.15500075985476833,1.3589211407093005,2.5406801652889985,71.75282867052854,0.6271569734125442,0.0,0.0,0.0,0.0,0.2814333333333333,0.25901701788792864,0.0,0.0,0.3823743928095525,0.16366666666666668,4340.467370450822,0.0,0.027285763333333338,1.717666666666667,1.481949691753701,1.3196019934153302,0.3,0.2943920288775949,48.6974505378761,0.659800996856584,0.8312971645822462,0.6666666666666666,0.5888127413446665,0.5183333333333334,1.0,0.16520736788689988,0.5105737357483818,31960.8,4.592595229063709,249.88114945012944,1.396878091165679,4.2,0.08003805026513831,0.02022792768471847,5.4,0.3,0.4967352148303168,4.0,0.006315185441562007,257.4527981596177,7.709670302455121,2.2,0.004900869502273994,0.002689793975422833,0.020690413755419367,0.8622939878181572
"mp-300770976, Mn(CoO2)4, Li3Mn(CoO2)4, mp-773238, mp-770976",4.983558946763004,139.5009544061725,-1.3736758086414862,8.9999999,2.0,0.0,0.0,3.0,356.17959700893005,0.8461538461538463,0.8065597725318729,2.6080843312720843,5.712338874225218,411.8930837955797,0.6164533862542348,0.0,0.0,0.0,0.0,0.2437692307692308,0.23022135819089065,0.0,0.0,0.6000440301492708,0.2207692307692308,3815.2249610029053,0.0,0.1937108128205128,2.037692307692308,2.1130035083808973,1.150799037286706,0.20512820512820515,0.290095089717558,223.54527068881882,0.5753995187630097,0.7249579657196707,0.4102564102564103,0.4853253115471796,0.6371794871794871,2.0,-0.1064054800436458,0.7095983810912301,27597.153846153848,5.473390401794604,139.5009544061725,0.7798340424457564,6.0,0.0931893265916236,0.07768014695283602,5.0769230769230775,0.38461538461538464,0.4447117019629765,2.0,0.017365286545507824,143.72797282563403,14.129687219175414,1.6853001769389728,0.010202804895244852,0.009488983701322808,0.03706171326075312,1.3706448099632902
"mp-300770979, LiAlVO4, Li2AlVO4, mp-769572, mp-770979",3.4510055568617624,214.88566795927449,-2.760192912142858,3.0000002,1.0,0.0,0.0,4.0,97.15336077668171,0.10714285714285714,1.1434294922847366,1.5497695681247952,3.1355135573273905,178.37325389217304,0.6160387895944893,0.03571428571428571,0.061858957413174175,0.0,0.0,0.3085714285714285,0.21063119427093416,0.0,0.0,0.4842996186406717,0.14321428571428568,2657.884715956285,0.061858957413174175,0.0,1.2889285714285714,1.1541992431366184,0.915456208447835,0.14285714285714285,0.24743582965269675,108.34860109943311,0.4577281043405201,0.5767012737058734,0.4642857142857143,0.33170533214285713,0.4035714285714286,2.0,-0.07192963446880657,0.4790559080474642,26038.714285714286,4.987080746156011,214.8856679592744,1.2012474023684585,5.809523809523809,0.09772638724319188,0.11027343035936443,3.4285714285714284,0.42857142857142855,0.4439753120491016,1.0,0.007962819106722205,221.3969185841084,7.855828324156275,1.7612611437054218,0.0040393405475957775,0.003002005730003813,0.015173678012019156,0.9620730106010106
"mp-300770986, VBO4, LiVBO4, mp-778780, mp-770986",2.386013454494519,87.51540565553074,-2.5303256152777767,0.0,1.0,1.0,0.0,3.0,90.6083690572227,0.16666666666666666,0.7292848010123715,1.8708286933869709,3.771945333079569,286.9584643235212,0.4033402062799829,0.0,0.0,0.0,0.0,0.2881666666666666,0.23188155501366545,0.0,0.0,0.3528320386060204,0.18833333333333327,4132.773962857992,0.0,0.0,4.032222222222224,3.370778933315556,1.232044166847596,0.2222222222222222,0.31426968052735443,161.16402272908869,0.6160220835583062,0.7761391901803615,0.7222222222222222,0.6055237818983333,0.5305555555555556,4.0,-0.1368560570379981,0.4369835814264665,30230.16666666667,4.683803465,87.51540565553074,0.4892259903105845,4.0,0.06855935769316539,0.06949426789344501,4.0,0.3333333333333333,0.59122552840082,82.0,0.01587998446998014,90.16720996229894,23.653508507004627,1.1547005383792517,0.00834982281930931,0.0030449921083033197,0.03173254840183548,0.6654303712523371
"mp-300771002, LiTiVO4, Li2TiVO4, mp-769573, mp-771002",3.623388213627535,233.37686965208027,-2.888283610238096,6.0000003,2.0,0.0,0.0,4.0,121.37603905690304,0.17857142857142855,1.0730197155453292,1.5084794344244912,3.0527980711641525,198.504791876567,0.6438242842338184,0.03571428571428571,0.061858957413174175,0.0,0.0,0.29525,0.22294621331301467,0.0,0.0,0.44376307839053175,0.14785714285714285,2657.921926407759,0.061858957413174175,0.0,1.4117857142857142,1.1986209656883844,0.914922355748603,0.14285714285714285,0.24743582965269675,124.42346303428415,0.4574611779945417,0.5763649675682482,0.2857142857142857,0.3323740114285714,0.38928571428571423,2.0,-0.09377435271958684,0.4613773094140763,25960.142857142866,5.049168697592585,233.37686965208027,1.3046163622953963,5.761904761904763,0.08998321055255792,0.1248273663005112,3.8571428571428568,0.42857142857142855,0.471328087993765,1.0,0.008988647106670324,240.4484221794079,7.84111077691332,1.7261494247992248,0.003894454477951527,0.0056720371845443,0.014361381925002104,0.9981350587567036
"mp-300771052, Li8Fe3Ni7O20, Li10Fe3Ni7O20, mp-762855, mp-771052",4.4641135298330585,354.82880010624535,-1.4721244043421042,-19.9966819,2.0,0.0,0.0,4.0,175.24715431912983,0.4868421052631578,1.9050562551221564,1.776803052077685,3.6000949380968064,193.87569330091011,0.5779623596448173,0.05263157894736842,0.0911605688194146,0.0,0.0,0.33862499999999995,0.2963928012800298,0.0,0.0,0.3418387296617934,0.16710526315789473,2448.2119531607073,0.0911605688194146,0.044631307894736835,1.264407894736842,1.180515102121343,0.8591759079572447,0.13157894736842105,0.2279014220485365,107.21013658657169,0.4295879540871391,0.5412469060561242,0.2631578947368421,0.30740737927631584,0.4867763157894737,1.0,-0.27360765940622056,0.4783694599569572,23995.5,4.945347481607392,354.82880010624535,1.983553293530626,5.894736842105262,0.10709389989939308,0.1364332945841901,3.657894736842105,0.4736842105263158,0.4034319158830153,10.0,0.005625570095923989,365.58046757826486,1.6715960237436267,2.167660827390641,0.003068957821543379,0.0037305942535746494,0.012966888903525169,1.2528021615431346
"mp-300771063, Fe3Ni(PO4)4, Li4Fe3Ni(PO4)4, mp-775017, mp-771063",3.52283293639923,285.7006430142611,-2.267336770515873,15.999999800000005,2.0,0.0,0.0,4.0,122.24392168483831,0.2708333333333333,0.2764683400600429,1.5085117297816708,2.986548260134611,131.04244720223292,0.7209303411901476,0.0,0.0,0.0,0.0,0.20369791666666665,0.2390039722745645,0.0,0.0,0.5078785231763804,0.14229166666666665,3100.357130525493,0.0,0.0666307875,1.4228125,1.1160687677547645,1.2607558303005912,0.2083333333333333,0.27322660517925,75.77165998884594,0.6303779152878397,0.7942264047635574,0.4583333333333333,0.413851266875,0.4394791666666665,1.0,0.0980534441575608,0.52194574089665,30426.54166666667,4.673337361982051,285.7006430142612,1.5971151474882308,4.166666666666667,0.08400401114533723,0.16381051996116766,5.208333333333333,0.3333333333333333,0.4877955477399725,6.0,0.0056916887224634964,294.3576581982362,0.08892933368261162,1.8022940628235145,0.0040243563039179826,0.002352563169867071,0.016104358681891928,0.9987849536498368
"mp-300771073, Mn3Co3(CuO8)2, Li4Mn3Co3(CuO8)2, mp-770859, mp-771073",4.861788458400923,247.51922537441868,-1.2071180255007463,8.0000223,3.0,0.0,0.0,4.0,101.52376398054683,0.5833333333333333,0.2793665080737728,1.08112756211076,1.955354241399908,122.99400695370396,0.6238076278012111,0.0,0.0,0.0,0.0,0.18914583333333326,0.2443476833624238,0.0,0.0,0.4798624277019105,0.135625,3099.6712525327116,0.03608439182435162,0.078206565625,1.2296874999999998,0.7004006402464512,1.2563220685667686,0.16666666666666666,0.2886751345948129,71.545171490967,0.6281610344207107,0.7914333099111536,0.3333333333333333,0.3914536562085417,0.3911458333333333,2.0,-0.4233854227563977,0.5342809317732429,26152.70833333333,5.395076897594475,247.51922537441865,1.3836745341882222,5.708333333333332,0.09696216511543924,0.1986046403635177,4.916666666666667,0.3333333333333333,0.3823661266367215,8.0,0.008898343358548763,255.0193054224892,13.646947125284006,2.059867849051379,0.005699357914819497,0.005347957439171734,0.020887849677059072,1.3410749411045988
"mp-300771085, Co4NiO8, Li3Co4NiO8, mp-773307, mp-771085",5.277832363728646,132.90439980116707,-1.105304485384614,4.0000001,2.0,0.0,0.0,3.0,371.1488640558408,0.9230769230769232,0.8483237569355209,2.516480850540574,5.603198796313267,400.86467987506035,0.7063519755466414,0.0,0.0,0.0,0.0,0.2428717948717949,0.23103005203677665,0.0,0.0,0.7143160234644427,0.2243589743589744,3815.192360489471,0.0,0.1743773333333333,2.154871794871795,2.060929620516724,1.1516927812068054,0.20512820512820515,0.290095089717558,220.90908509843362,0.5758463907316149,0.7255209891122398,0.4102564102564103,0.4842235433333335,0.6564102564102564,2.0,-0.2367923521724132,0.6195844541420643,27607.153846153848,5.364953195785327,132.90439980116707,0.7429581811605501,6.0,0.09781466993905977,0.06841255968608763,4.6923076923076925,0.38461538461538464,0.4256746790296805,2.0,0.01601945498335775,136.93153601954228,13.71122811858049,0.9101661204768642,0.009049349642246879,0.00995995832086458,0.029593151160825632,1.4605839225483956
"mp-300771093, Cr10Fe5O24, Li3Cr10Fe5O24, mp-771184, mp-771093",4.312833290546419,455.54797963751633,-2.0301807761538475,52.0000783,2.0,0.0,0.0,3.0,229.65861269306663,0.6837606837606837,1.0590913826471389,1.1545740027875748,2.5270530481479785,285.54372604604265,0.5416678276151391,0.0,0.0,0.0,0.0,0.2458717948717949,0.22682400947273004,0.0,0.0,0.5722142984393676,0.2235042735042735,3815.320924746429,0.12087295404898248,0.09019926495726496,2.4301709401709397,2.193166286944202,1.0608752320929995,0.20512820512820515,0.290095089717558,216.55606005009997,0.5304376161854784,0.6683095181720347,0.4102564102564103,0.4712654417094018,0.6081196581196581,1.0,-0.1674275294093475,0.4985737686949736,27689.97435897436,5.677367299190135,455.5479796375164,2.5465906237054377,5.230769230769232,0.08561117981695948,0.4162755059500636,5.538461538461538,0.38461538461538464,0.45369710785732104,8.0,0.004837267530998662,469.3515389685125,14.13859654722854,1.9460170216420791,0.0026223148976715397,0.0029057801633374483,0.010099980323499404,1.1973967343009024
"mp-300771105, Li4Cu2Ni5O12, Li5Cu2Ni5O12, mp-850174, mp-771105",4.961004869111467,428.650781720231,-1.20924163173913,12.000001199999998,2.0,0.0,0.0,4.0,136.43794160446265,0.6521739130434783,1.537576523369615,2.0525929933182763,4.204499040063747,232.6730366926532,0.611025014684933,0.043478260869565216,0.07530655685082074,0.0,0.0,0.3079782608695653,0.2492533756523712,0.0,0.0,0.4575407635466383,0.16967391304347826,2426.857701481137,0.07210053892076956,0.0035090869565217392,1.404782608695652,1.4344243953362366,0.8310793420849419,0.13043478260869565,0.22591967055246226,133.91523944186918,0.4155396711480307,0.5235471786739997,0.2608695652173913,0.3064495085869565,0.5032608695652174,1.0,-0.3690019575001033,0.4358069823064041,23757.391304347828,5.033798300107823,428.65078172023095,2.396230716337149,5.478260869565218,0.10731346345712016,0.15272531006536866,3.4347826086956523,0.4782608695652174,0.4127130815752301,4.0,0.00406500345483961,441.6393290571359,3.3956317856462763,1.663576214757304,0.0017173382496735276,0.0030881135393405297,0.0076066720838031815,1.3857461501596124
"mp-300771110, Mn5P6WO24, Li4Mn5P6WO24, mp-772335, mp-771110",3.5886774368013596,475.83801359358284,-2.4697449527852218,22.9999999,2.0,0.0,0.0,4.0,63.266899855168745,0.2013888888888889,0.3728005995663594,1.2595889920971624,2.2759994631388243,101.89496251246513,0.6987075440437618,0.0,0.0,0.0972222222222222,0.16839382851364082,0.2025902777777777,0.240436478879885,0.0,0.0,0.4798424566961732,0.13722222222222222,3100.409298495816,0.0,0.028422670138888887,1.6206944444444444,1.0475480722785793,1.2636079307585573,0.2083333333333333,0.27322660517925,68.13131445138467,0.6318039655037075,0.7960231154689316,0.4583333333333333,0.41794844851875,0.41909722222222223,5.0,0.12946750632240972,0.5071484462513934,30429.055555555562,8.171884455127143,475.8380135935827,2.6600153616842945,4.25,0.07565599841030755,0.12910160604967044,5.6111111111111125,0.3333333333333333,0.5348833112886398,146.0,0.0036789148823573657,490.2563812434816,0.019454613198066243,2.3484957097609165,0.002929748458055486,0.0014125160057867124,0.01086534539928293,0.9811193049236728
"mp-300771112, Mn3NiO8, Li2Mn3NiO8, mp-778304, mp-771112",4.325629182984124,539.7448071614705,-1.4581722155848291,35.9999993,2.0,0.0,0.0,3.0,136.3093794042811,0.6388888888888888,0.8483144653362723,1.672674357480511,3.6662440681042088,215.33160703355725,0.7318861472307809,0.0,0.0,0.0,0.0,0.25625000000000003,0.2538115278443173,0.0,0.0,0.7344439147560845,0.1827777777777778,4132.921020270936,0.0,0.07000794166666667,1.6102777777777777,1.2624264432795116,1.2775254754090657,0.2222222222222222,0.31426968052735443,143.3429559646771,0.6387627378438135,0.8047906192148445,0.4444444444444444,0.5259436489172222,0.5152777777777778,7.0,-0.27366304657477314,0.515479404737868,29888.25,7.617772883000001,539.7448071614705,3.0172651982888996,6.0,0.08893091580154894,0.08326784823291161,5.583333333333332,0.3333333333333333,0.4277184933441559,212.0,0.004239028244499766,556.0996145632698,0.0,2.5644470922381863,0.0030830002337953128,0.0024524965596994463,0.00957886820438878,1.201223634230731
"mp-300771116, Mn4CrO8, Li3Mn4CrO8, mp-773294, mp-771116",4.224744434042319,157.11947014055428,-1.9922196791813265,17.9999985,2.0,0.0,0.0,3.0,107.14144828603169,0.6410256410256411,1.0495030952203308,2.387783943963654,5.275905620463655,280.9090546111404,0.7283397572728216,0.0,0.0,0.0,0.0,0.24894871794871806,0.2281277569790084,0.0,0.0,0.8221317413581208,0.20948717948717951,3815.346694544911,0.03626188621469475,0.08395619487179487,1.907692307692308,1.5799952562783008,1.146785305513043,0.20512820512820515,0.290095089717558,181.29949562461826,0.5733926528711825,0.722429473130459,0.4102564102564103,0.4866115200348718,0.5756410256410257,1.0,-0.1819506430168532,0.5321976769635284,27665.769230769238,5.688118931760572,157.11947014055428,0.8783245395575668,6.0,0.08273958656028177,0.08942292167308502,6.153846153846152,0.38461538461538464,0.4791637192651804,12.0,0.01683529222006778,161.8803472052832,13.627837114855538,2.769230769230769,0.01112143898573859,0.008424941106885004,0.032905815983072684,1.1613515985457703
"mp-300771172, LiCuBO3, Li5Cu4(BO3)4, mp-753471, mp-771172",3.7667337998418,227.9973938656534,-2.055646540486111,4.0,1.0,1.0,0.0,4.0,112.65421528829813,0.4166666666666666,1.4963030848979093,1.9016622845406708,4.020433648209205,253.932561141022,0.6691011201352819,0.04166666666666666,0.07216878364870323,0.0,0.0,0.3227916666666667,0.214283994288732,0.0,0.0,0.3351761000514926,0.175,2325.7193027810526,0.08333333333333333,0.0,2.810833333333333,3.3089973095251137,0.7383988238942546,0.125,0.21650635094610965,142.29185637127418,0.3691994120427851,0.4651621107747385,0.4583333333333333,0.3601878103820833,0.525,2.0,-0.2861605538156337,0.3808447782682259,23113.16666666667,4.9911861727879865,227.9973938656534,1.2745441784409728,4.166666666666667,0.10526436110994278,0.07816099622929201,2.833333333333333,0.5,0.4598297075476598,9.0,0.007078885268599972,234.90594289717671,13.32387318409627,1.4624940645653537,0.0040463065403209784,0.0011688016036406062,0.014301066690845556,1.038713610182285
"mp-300771175, LiMnBO4, Li2MnBO4, mp-769932, mp-771175",3.829683546091581,237.06935762248298,-2.3070333662865683,12.0000011,1.0,1.0,0.0,4.0,81.12726208286105,0.17857142857142855,1.2383419765013646,1.7882125381600065,3.647796876527064,202.40645004645526,0.6525718244678678,0.03571428571428571,0.06185895741317419,0.0,0.0,0.3128214285714286,0.2072217183627829,0.0,0.0,0.4548229628671293,0.155,2657.4943998488698,0.06185895741317419,0.029234746428571424,2.3925,2.834344284929092,0.9587992948921152,0.14285714285714285,0.24743582965269675,122.09267877135927,0.4793996475568702,0.6040057071939555,0.4642857142857143,0.39478338194678575,0.45,3.0,-0.15662607583897353,0.4526642881057269,26107.714285714286,5.2840995770004024,237.06935762248298,1.3252579975652004,4.571428571428571,0.11810889556037908,0.18218481918574445,4.0,0.42857142857142855,0.3303355703106899,62.0,0.008431603125667077,244.2527962278017,0.0001884798190371277,2.8284271247461903,0.0064709407824802756,0.0011240749215696278,0.02180857291576277,1.0644709252683908
"mp-300771176, LiCoSnO4, Li2CoSnO4, mp-761739, mp-771176",5.031856078748478,164.06659458837674,-1.8620330121428568,8.0000003,1.0,0.0,0.0,4.0,59.33302759227196,0.6071428571428571,1.163675205295003,2.3968516765089314,5.651814165269178,160.3806556099505,0.6341533668416925,0.03571428571428571,0.06185895741317419,0.0,0.0,0.2822142857142857,0.2361757063834345,0.0,0.0,0.4328315906708666,0.1417857142857143,2658.153406070809,0.06185895741317419,0.06014418571428571,0.9725,0.8390004834471132,0.8995793175440064,0.14285714285714285,0.24743582965269675,86.45891593271453,0.4497896589043051,0.5666994591871701,0.42857142857142855,0.3342477691071429,0.43214285714285705,3.0,-0.07092116735489218,0.5876598917204109,25912.142857142866,5.82098079277357,164.06659458837674,0.9171601458412784,4.857142857142857,0.08533120368058048,0.08160006435578651,4.285714285714286,0.42857142857142855,0.5018452638201429,74.0,0.012746315355656521,169.0379764709991,24.48107590325032,2.2497165354319457,0.006146901462387186,0.008068201122844086,0.023972338812311627,1.3251460096508567
"mp-300771191, Li4Co7O16, Li5Co7O16, mp-771197, mp-771191",4.379408878613147,528.0216145635728,-1.4334806751851847,21.9999997,1.0,0.0,0.0,3.0,214.77933579582455,0.6049382716049382,1.2785843394641587,2.7190219423758752,5.851374819955944,330.92925220036994,0.7941985333409305,0.04938271604938271,0.06983770678385652,0.0,0.0,0.3946049382716049,0.2019218144317826,0.0,0.0,0.6557624594486138,0.1996296296296296,3674.546937295453,0.06983770678385652,0.14553407901234566,1.5916049382716049,1.8488652789460127,0.9307345859638704,0.19753086419753085,0.2793508271354261,193.1028220509531,0.4653672931475397,0.5863260484475544,0.3950617283950617,0.4626193983333333,0.5814814814814814,2.0,-0.32863608995602256,0.4930750911076157,26805.40740740741,7.530577966366779,528.0216145635728,2.9517305593833436,4.888888888888889,0.10226854073887254,0.19460091297279086,3.925925925925928,0.4074074074074074,0.3955531167986929,1.0,0.0043315707309484475,544.0211975064633,0.16985368647244442,1.8444295700724047,0.0022350509654250053,0.0025069471517245503,0.007448672336085228,1.2095116936912778
"mp-300771201, Ti(FeO2)4, Li3Ti(FeO2)4, mp-35482, mp-771201",4.3886630477761255,151.06131520887845,-2.1217671151282054,19.9656428,2.0,0.0,0.0,3.0,271.3833362374645,0.6666666666666666,0.8759132407149111,2.5753599034850705,5.518697027426491,387.3650291376554,0.8066811816358507,0.0,0.0,0.0,0.0,0.2477948717948718,0.2277735590764053,0.0,0.0,0.8006177467534054,0.2205128205128205,3815.4441822808253,0.0,0.2164782358974359,1.8243589743589748,1.7582361088126577,1.122120458879064,0.20512820512820515,0.290095089717558,224.5542111991187,0.5610602295546226,0.7068915933943721,0.4102564102564103,0.4741097787179488,0.6030769230769231,1.0,-0.1437484511313267,0.5443095196777411,27778.846153846152,5.617492041278946,151.06131520887845,0.8444584239439414,4.461538461538462,0.08605777052863857,0.037506453775457096,5.307692307692308,0.38461538461538464,0.4704026772907589,12.0,0.01647089466604901,155.63862412102267,0.31390594636418484,1.8138194034694763,0.009963578572052614,0.00876281449588059,0.030458000609797444,1.2207766617896747
"mp-300771203, Li2MnCr3O8, Li4MnCr3O8, mp-781699, mp-771203",3.950463899523805,148.29752475649587,-2.1905297715956644,10.999999800000001,2.0,0.0,0.0,4.0,200.66058000351467,0.3571428571428571,1.2601154521733802,1.9459370283663717,4.041941202908348,218.0468204729602,0.7452465117851816,0.03571428571428571,0.06185895741317419,0.0,0.0,0.29167857142857145,0.2275680908418132,0.0,0.0,0.6859807038098839,0.15642857142857142,2657.6635172314677,0.09278843611976127,0.014617373214285712,1.4941071428571429,1.758578998982777,0.9825304261553102,0.14285714285714285,0.24743582965269675,174.8980107772871,0.4912652131909736,0.6189553831004025,0.2857142857142857,0.3310340712560714,0.4303571428571429,1.0,-0.1950080662756826,0.4739455691704562,25890.214285714286,5.598133478424579,148.29752475649585,0.8290083656262016,6.0,0.09440481237288324,0.1451515013046441,4.714285714285714,0.42857142857142855,0.4173320857320373,12.0,0.015235300428803441,152.79108805414245,27.904527554499666,2.7884601851347326,0.007996085858912663,0.008926125266437828,0.03486332209719835,1.092995685329648
